Taxon,SRR10447626,SRR10447627,SRR10447628,SRR10447629,SRR10447630,SRR10447631,SRR10447632,SRR10447633,SRR10447634,SRR10447635,SRR10447636,SRR10447637,SRR10447638,SRR10447639,SRR10447640,SRR10447641,SRR10447642,SRR10447643,SRR10447644,SRR10447645,SRR10447646,SRR10447647,SRR10447648,SRR10447649,SRR10447650,SRR10447651,SRR10447652,SRR10447653,SRR10447654,SRR10447655,SRR10447656,SRR10447657,SRR10447658,SRR10447659,SRR10447660,SRR10447661,SRR10447662,SRR10447663,SRR10447664,SRR10447665,SRR10447666,SRR10447667,SRR10447668,SRR10447669,SRR10447670,SRR10447671,SRR10447672,SRR10447673,SRR10447674,SRR10447675,SRR10447676,SRR10447677,SRR10447678,SRR10447679,SRR10447680,SRR10447681,SRR10447682,SRR10447683,SRR10447684,SRR10447685,SRR10447686,SRR10447687,SRR10447688,SRR10447689,SRR10447690,SRR10447691,SRR10447692,SRR10447693,SRR10447694,SRR10447695,SRR10447696,SRR10447697,SRR10447698,SRR10447699,SRR10447700,SRR10447701,SRR10447702,SRR10447703,SRR10447704,SRR10447705,SRR10447706,SRR10447707,SRR10447708,SRR10447709,SRR10447710,SRR10447711,SRR10447712,SRR10447713,SRR10447714,SRR10447715,SRR10447716,SRR10447717,SRR10447718,SRR10447719,SRR10447720,SRR10447721,SRR10447722,SRR10447723,SRR10447724,SRR10447725,SRR10447726,SRR10447727,SRR10447728,SRR10447729,SRR10447730,SRR10447731,SRR10447732,SRR10447733,SRR10447734,SRR10447735,SRR10447736,SRR10447737,SRR10447738,SRR10447739,SRR10447740,SRR10447741,SRR10447742,SRR10447743
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__; s__,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009495446501791186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001954821894005213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009367872271098077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Candidatus Arthromitus; s__,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004692001646316367,0.010464152507252383,0.0,0.0017654587986052875,0.026154430517119756,0.004214843082531184,0.005439879947477021,0.017541930162221612,0.012689369416030041,0.00905569250892992,0.0,0.0,0.00037135032261059275,0.023002134218638844,0.021791767554479417,0.0010711466907204871,0.0,0.0,0.023318541721047595,0.01063406312197896,0.005936186000494682,0.0,0.0009551098376313276,0.0027162258756254468,0.012532309861361323,0.025959367945823927,0.0013753201176135825,0.01243666513127591,0.025306568772943842,0.005471575628303812,0.004024556616643929,0.006600660066006601,0.0,0.0008076612437983154,0.013811876197197299,0.0,0.0,0.0,0.005750200588392618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium,0.0,0.0,0.007007233273056058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005076668048072938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00036849378166743435,0.0,0.0,0.0,0.0005077430820005078,0.0,0.0,0.0,0.0,0.0,0.0,0.003744316662209147,0.0,0.0,0.0,0.0,0.0,0.030573052696266707,0.0,0.0,0.0,0.000697350069735007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001131648434552999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013247803653604798,0.01754854206979382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00473858790080556,0.0,0.0,0.0,0.0,0.0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028212943928546112,0.0,0.0,0.0,0.00046645630401975584,0.0,0.0,0.0,0.001356557599435672,0.0,0.0,0.00192466318394281,0.0,0.0,0.0,0.0,0.001438982500116047,0.0018377993834479487,0.0018343238682221733,0.0,0.0,0.0,0.0007830853563038371,0.001592266135911288,0.0,0.0,0.0,0.0007147962830593281,0.00039163468316754133,0.0013167795334838223,0.0,0.0,0.0,0.0007419085597700083,0.0,0.0006981467377506982,0.0,0.0,0.0,0.00018022347711161841,0.0,0.0,0.0,0.0013756154068925571,0.0008465445590272433,0.006412490416114867,0.0,0.0,0.0,0.012308184143222507,0.0,0.0,0.0,0.0,0.015232974910394267,0.010175763182238668,0.013861068824613411,0.02546728971962617,0.0,0.0,0.0,0.0,0.0,0.006305447613461398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__acetobutylicum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008885503935008886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__butyricum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018109480038414048,0.0,0.0,0.0018978682085006842,0.0,0.003075696303468702,0.0,0.0,0.0,0.0009055692508929919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005686664771111743,0.0,0.0,0.0,0.0,0.0,0.0018811136192626034,0.0009010718011951057,0.005066789497927222,0.009685230024213076,0.0023184642492812763,0.0,0.0,0.0,0.0,0.008266962395402762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__celatum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020634027386981805,0.0,0.0,0.0,0.0,0.0,0.0015318200807686953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__neonatale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026593833105728456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__perfringens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000398066533977822,0.0,0.0,0.0,0.0,0.0,0.004138449962377728,0.0,0.0,0.0,0.0,0.0,0.0012693577050012694,0.0,0.0,0.0,0.0011414153550402498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00026821156528269497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Proteiniclasticum; s__,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004604758250191865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009667330110889963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__SMB53; s__,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004872531105890542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023712415820923835,0.0023952095808383233,0.001327813793642115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Sarcina; s__,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010231923601637107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Dehalobacteriaceae; g__Dehalobacterium; s__,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017192316812900167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002843152740483336,0.0,0.0,0.0,0.0,0.0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Gracilibacteraceae; g__Lutispora; s__,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012647786637338466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010506208213944604,0.0,0.0,0.0,0.0,0.0,0.0007810669374365383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0050080899915247706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006741402817754886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae,0.08305841257519891,0.222724742554968,0.02396021699819168,0.011578794057675503,0.0,0.0,0.013960703205791106,0.017934358828950166,0.021540155529557497,0.0,0.07537070079369963,0.0027164220057621074,0.005180273518441774,0.0,0.0005737741095467185,0.0015193445113679527,0.0030756963034687017,0.023353967360720315,0.015782238108331046,0.015883292330268892,0.008653217286310811,0.05689397032802505,0.0036101083032490976,0.04233393677760758,0.013398150343846334,0.01863673050113728,0.005186605028751832,0.005406508211771906,0.05803766973280772,0.006438701818498217,0.006369064543645152,0.00502926869486355,0.030969267139479905,0.03572110792741165,0.010912556588039074,0.005326231691078562,0.009029345372460496,0.002181542255524993,0.016121602947950252,0.024681715222994612,0.0063989613280163215,0.011186903137789904,0.004315816197004317,0.09427494000685635,0.0013845621322256837,0.014870450650267167,0.0012916015859665987,0.0015287597936174278,0.0129745889387145,0.01952393688151912,0.01737619461337967,0.012159458211482222,0.0384749424966892,0.015302084249406385,0.06086398880662275,0.025426332770010756,0.054827365728900256,0.0,0.017449976733364354,0.003486750348675035,0.01872255181446953,0.057999348321928976,0.05411655874190564,0.024276900889351815,0.0,0.11195445920303604,0.01169487020466023,0.004947961098788603,0.01261150415256844,0.029465232540524165,0.049857027641322674,0.020211230149684675,0.011989342806394316,0.010959129861568885,0.01440031562335613,0.04694605751066956,0.09496863082790011,0.022079571106094806,0.0,0.0034703885326291964,0.03729972769298968,0.01927514592099905,0.40772268538832823,0.0,0.02739450770261219,0.0,0.0,0.05834573412698413,0.055555555555555566,0.19641158080739435,0.020719966513185438,0.0311073233091861,0.058708687770185466,0.05251217722025756,0.08708771929824562,0.15062978833917673,0.040722796909781325,0.05110841372260909,0.025030066145520145,0.012434755910346946,0.0474036191974823,0.05132326154505518,0.01769199839163651,0.017882640919290135,0.0,0.021213616181549086,0.032046192710212924,0.017968806152519227,0.02071522023549935,0.1550483390274042,0.01724374828249519,0.0773024985849438,0.10401200442268205,0.018960578365843677,0.02935108153078203,0.012875220718069453,0.15736622186278473,0.07812061711079943
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,0.0,0.0,0.013863773357444244,0.0,0.0036229310222348514,0.0,0.0,0.0,0.0,0.0,0.01205931212699194,0.0020853340650294964,0.0004144218814753419,0.0,0.00017654587986052877,0.0,0.0004556587116249929,0.0038454323766647907,0.000769865273577124,0.0,0.0,0.008847148495984756,0.00023672841332780968,0.0012068885484844264,0.0077069006402655914,0.001027221366204417,0.00016912842485060324,0.0,0.019053876478318004,0.0,0.000398066533977822,0.0020611756946162093,0.01867612293144208,0.0,0.0035739814152966403,0.0010182501762356073,0.005173062452972159,0.0,0.0033164440350069093,0.00265562758728423,0.0,0.0,0.0,0.0039081247857387725,0.0,0.0010081661457808247,0.00021026072329688813,0.0,0.0028699551569506725,0.0,0.0,0.0,0.010524848400362444,0.004133321607598276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008877744646245595,0.0,0.0,0.008305136880959704,0.011892137554915921,0.0,0.0,0.005994671403197158,0.0,0.0,0.0,0.00990281707467093,0.0,0.0,0.0,0.0,0.024501153793945976,0.0,0.0,0.0,0.0,0.0,0.004588293650793651,0.02055830583058306,0.008359385619138236,0.0,0.0,0.0,0.024287716020551145,0.0,0.00318140501233606,0.008118371088123608,0.0,0.0,0.0,0.00481904012588513,0.004178720668595307,0.0,0.0,0.0,0.012685883430826697,0.0,0.009918780996190613,0.0,0.010322017881805626,0.0,0.01220991347942104,0.0,0.0,0.0,0.021336080047086523,0.009974390079525544,0.0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Anaerostipes; s__,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016497113005224085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008244702778464837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000321853878339234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015944475708122303,0.0010448171569975254,0.0,0.0005030940282738844,0.00932353341499932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018124507486209614,0.0028653295128939827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00027285129604365623,0.0,0.007679122386013027,0.0,0.0,0.0,0.0,0.003228699551569507,0.0,0.0,0.0,0.0,0.0,0.016090479799451992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008248535306814677,0.0,0.0,0.0,0.0,0.006739464255246545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00973217653715579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010038503850385039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01833514342298601,0.0,0.0,0.0,0.0,0.0,0.00700346773645203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__obeum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001470981545867879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__producta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007134037590890383,0.0018648984666390386,0.0,0.0003972282296861897,0.0011395083835259645,0.0007404454063906134,0.0010317013693490903,0.0,0.0,0.0,0.004015244317408466,0.0,0.0,0.0,0.0007337295472888693,0.0,0.0,0.0,0.002175237100843992,0.0004549331816889394,0.0,0.0,0.0,0.0,0.0,0.001128668171557562,0.0,0.0011054813450023032,0.00531125517456846,0.0,0.00027285129604365623,0.0,0.011655810764484058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011686554311723459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011276439580970174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00932176149148184,0.0,0.00475963826749167,0.0,0.0,0.0,0.013871918349744843,0.0,0.0,0.0,0.01350367914611466,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Catonella; s__,0.0,0.0,0.0,0.004223711039906787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00025896672277612325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011373329542223486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000697350069735007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004692032076437468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
